Team,W-L,Total DVOA Rank,Total DVOA,Weighted DVOA Rank,Weighted DVOA,Offense DVOA Rank,Offense DVOA,Offense Weighted DVOA Rank,Offense Weighted DVOA,Defense DVOA Rank,Defense DVOA,Defense Weighted DVOA Rank,Defense Weighted DVOA,Special Teams DVOA Rank,Special Teams DVOA,Special Teams Weighted DVOA Rank,Special Teams Weighted DVOA
KC,5-2,1,28.8%,1,27.6%,6,16.0%,6,16.3%,5,-9.5%,5,-9.0%,11,3.3%,13,2.3%
PHI,4-3,2,27.0%,2,27.4%,3,23.4%,3,23.4%,10,-6.6%,9,-7.1%,25,-3.1%,26,-3.1%
TEN,5-3,3,26.1%,3,25.8%,12,4.7%,12,4.9%,3,-15.7%,3,-15.2%,7,5.6%,6,5.7%
NE,6-1,4,24.6%,5,24.3%,1,30.6%,1,29.6%,28,11.6%,28,10.9%,6,5.7%,7,5.6%
NYG,5-2,5,22.9%,4,24.5%,9,10.6%,8,11.2%,1,-21.4%,1,-21.9%,31,-9.1%,31,-8.6%
PIT,5-2,6,21.9%,6,21.6%,16,0.7%,16,1.4%,2,-19.4%,2,-18.7%,14,1.8%,14,1.5%
ATL,5-2,7,13.3%,10,12.2%,7,13.2%,7,12.7%,17,-1.1%,18,-0.7%,19,-1.0%,19,-1.2%
IND,5-2,8,13.1%,8,14.2%,4,21.3%,4,21.5%,22,2.2%,20,1.6%,29,-6.0%,28,-5.7%
GB,5-3,9,13.0%,12,11.3%,8,10.9%,10,10.0%,7,-7.4%,8,-7.3%,28,-5.3%,29,-5.9%
NYJ,5-2,10,12.9%,11,12.0%,13,3.9%,13,4.3%,13,-2.8%,17,-1.4%,5,6.3%,5,6.2%
SD,3-5,11,12.6%,7,14.3%,5,19.9%,5,20.9%,4,-12.6%,4,-12.3%,32,-19.9%,32,-19.0%
MIA,4-3,12,11.3%,9,12.6%,10,9.8%,9,10.8%,15,-2.2%,15,-1.9%,17,-0.7%,17,-0.1%
NO,5-3,13,7.5%,14,7.0%,14,3.1%,14,2.3%,9,-6.7%,10,-7.1%,23,-2.3%,22,-2.4%
BAL,5-2,14,6.9%,13,7.8%,11,5.7%,11,7.5%,21,2.1%,22,3.6%,10,3.4%,10,4.0%
HOU,4-3,15,5.9%,15,5.3%,2,24.7%,2,24.4%,30,17.1%,30,16.9%,21,-1.7%,21,-2.2%
DET,2-5,16,0.6%,16,2.5%,24,-7.9%,23,-7.0%,16,-1.8%,14,-2.4%,4,6.8%,4,7.1%
MIN,2-5,17,-4.0%,18,-3.0%,25,-9.3%,27,-8.9%,14,-2.2%,13,-2.4%,12,3.2%,11,3.5%
CLE,2-5,18,-4.8%,19,-4.3%,21,-5.3%,21,-4.8%,23,3.1%,23,4.0%,9,3.7%,8,4.5%
SF,2-6,19,-5.8%,17,-1.9%,27,-10.0%,24,-7.5%,12,-4.0%,12,-5.1%,16,0.2%,15,0.6%
CIN,2-5,20,-8.0%,20,-7.2%,17,-0.5%,17,-0.5%,25,4.8%,24,4.4%,24,-2.8%,23,-2.4%
DAL,1-6,21,-10.2%,24,-12.3%,18,-0.6%,19,-2.1%,27,9.9%,27,10.7%,15,0.3%,16,0.6%
WAS,4-4,22,-10.7%,21,-9.2%,22,-7.7%,25,-7.6%,20,2.1%,19,0.8%,18,-1.0%,18,-0.8%
JAX,4-4,23,-11.3%,23,-11.2%,20,-3.5%,20,-3.2%,29,16.0%,29,16.1%,2,8.2%,3,8.0%
OAK,4-4,24,-12.3%,22,-9.2%,26,-9.7%,26,-7.9%,18,-0.6%,16,-1.4%,26,-3.2%,25,-2.8%
TB,5-2,25,-12.9%,26,-13.9%,19,-2.1%,18,-1.6%,26,8.8%,26,9.8%,22,-2.0%,24,-2.6%
STL,4-4,26,-13.8%,25,-12.5%,28,-15.5%,28,-14.9%,11,-6.5%,6,-7.5%,27,-4.8%,27,-5.1%
SEA,4-3,27,-14.2%,27,-17.7%,29,-20.8%,29,-21.7%,24,3.2%,25,5.2%,1,9.8%,1,9.2%
CHI,4-3,28,-16.1%,28,-18.3%,30,-31.9%,30,-34.0%,6,-8.2%,7,-7.5%,3,7.7%,2,8.2%
DEN,2-6,29,-27.5%,29,-27.7%,15,1.9%,15,1.8%,31,23.1%,31,23.0%,30,-6.3%,30,-6.4%
BUF,0-7,30,-29.5%,30,-29.9%,23,-7.8%,22,-6.9%,32,26.3%,32,27.2%,8,4.5%,9,4.3%
ARI,3-4,31,-35.2%,31,-37.0%,31,-35.9%,31,-37.4%,19,1.1%,21,2.1%,13,1.9%,12,2.5%
CAR,1-6,32,-39.7%,32,-39.3%,32,-45.2%,32,-44.4%,8,-6.9%,11,-6.7%,20,-1.4%,20,-1.6%
